OK,Court ID,Court Name,Fixed Court Name,Court Name Abbreviation,Fixed Court Name Abbreviation,Count,Jurisdiction,Fixed Jurisdiction,First Date,Last Date,Example Case ID,Example Case
x,11488,"County Court of New York, Onieda County",9605,Onieda Cty. Ct.,,4,New York,,1898-09-01,1961-08-15,1091748,View example
x,13835,"County Court of New York, Onodaga County",9596,Onondaga Cty. Ct.,,2,New York,,1911-04-01,1911-04-01,1856644,View example
x,9596,"County Court of New York, Onondaga County",,Onondaga Cty. Ct.,,212,New York,,1895-12-01,2008-05-22,87558,View example
x,9690,"County Court of New York, Onondaga County",9596,Onandaga Cty. Ct.,,1,New York,,1908-08-01,1908-08-01,379002,View example
x,19973,"County Court of New York, Onondaga County",9596,Onondoga Cty. Ct.,,1,New York,,1911-06-01,1911-06-01,1858174,View example
x,19509,"County Court of New York, Onondagua County",9596,Onondagua Cty. Ct.,,1,New York,,1897-03-01,1897-03-01,1178282,View example
x,9920,"County Court of New York, Ontario County",,Ontario Cty. Ct.,,36,New York,,1848-09-01,2014-10-16,445400,View example
x,18802,"County Court of New York, Ontario County",9920,Ontario Cty Ct.,,1,New York,,1991-03-20,1991-03-20,892280,View example
x,22005,"County Court of New York, Ontario County",9920,Ontario Cty. Ct,,1,New York,,1896-01-01,1896-01-01,1993730,View example
x,9647,"County Court of New York, Orange County",,Orange Cty. Ct.,,78,New York,,1856-12-01,2008-05-29,379098,View example
x,9603,"County Court of New York, Orleans County",,Orleans Cty. Ct.,,43,New York,,1893-01-01,1969-06-06,383273,View example
x,11304,"County Court of New York, Ostego County",9579,Ostego Cty. Ct.,,4,New York,,1911-05-01,1957-04-02,1008577,View example
x,10540,"County Court of New York, Oswego County",,Oswego Cty. Ct.,,19,New York,,1854-01-01,1986-09-02,380933,View example
x,9579,"County Court of New York, Otsego County",,Otsego Cty. Ct.,,75,New York,,1873-12-01,2014-04-22,353209,View example
x,10530,"County Court of New York, Putnam County",,Putnam Cty. Ct.,,10,New York,,1930-02-05,1986-06-27,795751,View example
x,9241,"County Court of New York, Queens County",,Queens Cty. Ct.,,73,New York,,1895-08-01,1961-10-16,342813,View example
x,11281,"County Court of New York, Queens County",9241,Queens Cty Ct.,,2,New York,,1947-12-12,1947-12-12,939570,View example
x,11518,"County Court of New York, Queens County",9241,Queens City Ct.,,1,New York,,1960-05-10,1960-05-10,1066380,View example
x,19997,"County Court of New York, Queens County",9241,Quenns Cty. Ct.,,1,New York,,1950-11-06,1950-11-06,959130,View example
x,19216,"County Court of New York, Renssealer County",9093,Renssealer Cty. Ct.,,1,New York,,1904-03-01,1904-03-01,7681681,View example
x,9093,"County Court of New York, Rensselaer County",,Rensselaer Cty. Ct.,,87,New York,,1869-10-01,2006-09-19,105595,View example
x,9425,"County Court of New York, Rensselaer County",9093,Rensselaer Cty Ct.,,2,New York,,1948-03-15,2004-01-23,37413,View example
x,19642,"County Court of New York, Rensselaer County",9093,N.Y. Cty. Ct.,,1,New York,,1907-11-01,1907-11-01,7702580,View example
x,11335,"County Court of New York, Richmond County",,Richmond Cty. Ct.,,10,New York,,1897-01-01,1957-01-15,347891,View example
x,11210,"County Court of New York, Rochelle County",,Rochelle City Ct.,,1,New York,,1949-05-13,1949-05-13,947919,View example
x,9722,"County Court of New York, Rockland County",,Rockland Cty. Ct.,,95,New York,,1892-11-01,2008-12-15,349815,View example
x,10611,"County Court of New York, Rockland County",9722,Rockland City Ct.,,1,New York,,1934-06-21,1934-06-21,843987,View example
x,18779,"County Court of New York, Rockland County",9722,"Rockland, Cty. Ct.",,1,New York,,1984-06-11,1984-06-11,828048,View example
x,9280,"County Court of New York, Saratoga County",,Saratoga Cty. Ct.,,125,New York,,1856-03-01,1996-01-13,383361,View example
x,19590,"County Court of New York, Saratoga County",9280,Saratoga Cty Ct.,,1,New York,,1984-12-31,1984-12-31,834930,View example
x,10724,"County Court of New York, Schenectady",9704,Schenectady Cty. Ct.,,1,New York,,1934-01-31,1934-01-31,838278,View example
x,9704,"County Court of New York, Schenectady County",,Schenectady Cty. Ct.,,153,New York,,1899-10-01,2009-02-11,359885,View example
x,9963,"County Court of New York, Schenectady County",9704,Schenectady Cty.Ct.,,1,New York,,1997-12-24,1997-12-24,478022,View example
x,11574,"County Court of New York, Schnectady County",9704,Schnectady Cty. Ct.,,1,New York,,1965-04-08,1965-04-08,1156311,View example
x,18803,"County Court of New York, Schohaire County",9379,Schohaire Cty. Ct.,,1,New York,,1991-04-02,1991-04-02,892236,View example
x,9379,"County Court of New York, Schoharie County",,Schoharie Cty. Ct.,,59,New York,,1897-02-01,1999-04-06,32620,View example
x,9567,"County Court of New York, Schuyler County",,Schuyler Cty. Ct.,,40,New York,,1869-10-01,1986-08-26,352791,View example
x,10658,"County Court of New York, Schuyler County",9567,Schuyler Cty Ct.,,1,New York,,1997-12-18,1997-12-18,850281,View example
x,9862,"County Court of New York, Seneca County",,Seneca Cty. Ct.,,30,New York,,1896-10-01,2015-06-15,170833,View example
x,19906,"County Court of New York, Seneca County",9862,Senaca Cty. Ct.,,1,New York,,1967-05-17,1967-05-17,1181564,View example
x,9279,"County Court of New York, St. Lawrence County",,St. Lawrence Cty. Ct.,,47,New York,,1904-02-01,2016-05-17,87479,View example
x,9602,"County Court of New York, Steuben County",,Steuben Cty. Ct.,,62,New York,,1876-03-01,2014-11-14,156686,View example
x,19959,"County Court of New York, Steuben County",9602,Stueben Cty. Ct.,,1,New York,,1950-05-02,1950-05-02,958987,View example
x,9272,"County Court of New York, Suffolk County",,Suffolk Cty. Ct.,,239,New York,,1894-01-15,2014-02-04,156747,View example
x,11199,"County Court of New York, Suffolk County",9272,Suffolk Cty Ct.,,1,New York,,1947-12-30,1947-12-30,939645,View example
x,9090,"County Court of New York, Sullivan County",,Sullivan Cty. Ct.,,97,New York,,1894-11-01,2015-12-31,153337,View example
x,9641,"County Court of New York, Tioga County",,Tioga Cty. Ct.,,25,New York,,1898-07-01,2007-01-28,388944,View example
x,9918,"County Court of New York, Tomkpins County",9726,Tompkins Cty. Ct.,,1,New York,,1910-02-01,1910-02-01,445398,View example
x,9726,"County Court of New York, Tompkins County",,Tompkins Cty. Ct.,,42,New York,,1881-11-01,2002-01-22,105483,View example
x,20599,"County Court of New York, Tompkins County",9726,Tompkin Cty. Ct.,,1,New York,,1910-10-24,1910-10-24,3311065,View example
x,9932,"County Court of New York, Ulster County",,Ulster Cty. Ct.,,78,New York,,1892-02-01,2003-09-29,342757,View example
x,11484,"County Court of New York, Ulster County",9932,Ulster City Ct.,,2,New York,,1960-04-07,1960-06-27,1066176,View example
x,20387,"County Court of New York, Ulster County",9932,N.Y. Cty. Ct.,,1,New York,,1895-04-12,1895-04-12,3016432,View example
x,20000,"County Court of New York, Utica County",,Utica Cty. Ct.,,1,New York,,1967-11-17,1967-11-17,1187632,View example
x,10602,"County Court of New York, Warren County",,Warren Cty. Ct.,,6,New York,,1934-02-10,2004-08-23,838444,View example
x,11416,"County Court of New York, Washington County",,Washington Cty. Ct.,,10,New York,,1853-09-01,1965-10-26,1058294,View example
x,10923,"County Court of New York, Wayne County",,Wayne Cty. Ct.,,36,New York,,1898-11-01,1993-01-06,352815,View example
x,9019,"County Court of New York, Westchester County",,Westchester Cty. Ct.,,248,New York,,1860-05-01,2014-11-17,37499,View example
x,19744,"County Court of New York, Westchester County",9019,Westcheter Cty. Ct.,,1,New York,,1972-07-10,1972-07-10,1246399,View example
x,19982,"County Court of New York, Westchesterr County",9019,Westchester Cty. Ct.,,2,New York,,1966-03-10,1966-04-29,1167296,View example
x,11894,"County Court of New York, Wetchester County",9019,Westchester Cty. Ct.,,1,New York,,1896-08-01,1896-08-01,1296559,View example
x,10778,"County Court of New York, Wyoming County",,Wyoming Cty. Ct.,,17,New York,,1934-01-10,1995-01-06,838357,View example
x,9715,"County Court of New York, Yates County",,Yates Cty. Ct.,,56,New York,,1858-12-01,2016-06-07,87273,View example
x,13936,County Court of St. Lawrence County,9279,St. Lawrence Cty. Ct.,,1,New York,,1878-03-01,1878-03-01,1949160,View example
x,13892,County Court of Sullivan County,9090,Sullivan Cty. Ct.,,1,New York,,1978-02-08,1978-02-08,1912445,View example
x,9404,County Court of Yates County,9715,Yates Cty. Ct.,,1,New York,,2003-07-02,2003-07-02,37584,View example
x,10748,"County Court, Broome County",9964,Broome Cty. Ct.,,1,New York,,1986-04-14,1986-04-14,848952,View example
x,13674,"County Court, Clinton County",9829,Clinton Cty. Ct.,,1,New York,,1904-11-01,1904-11-01,1826555,View example
x,13659,"County Court, Herkimer County",11202,Herkimer Cty. Ct.,,1,New York,,1904-10-01,1904-10-01,1826551,View example
x,13680,"County Court, Kings County",9088,Kings Cty. Ct.,,2,New York,,1904-11-01,1904-11-01,1826665,View example
x,10618,"County Court, Monroe County",9139,Monroe Cty. Ct.,,1,New York,,1986-02-18,1986-02-18,848865,View example
x,10833,"County Court, Nassau County",9137,Nassau Cty. Ct.,,1,New York,,1985-11-22,1985-11-22,848831,View example
x,13823,"County Court, Niagara County",9452,"Niagara Cty, Ct.",,1,New York,,1914-06-01,1914-06-01,1877555,View example
x,19815,"County Court, Niagara County",9452,Niagara Cty. Ct.,,1,New York,,1955-11-22,1955-11-22,992967,View example
x,13691,"County Court, Oneida County",9605,Oneida Cty. Ct.,,1,New York,,1904-11-01,1904-11-01,1826897,View example
x,13666,"County Court, Onondaga County",9596,Onondaga Cty. Ct.,,1,New York,,1904-10-01,1904-10-01,1826652,View example
x,10804,"County Court, Ontario County",9920,Ontario Cty. Ct.,,1,New York,,1983-07-29,1983-07-29,848860,View example
x,10702,"County Court, Orange County",9647,Orange Cty. Ct.,,1,New York,,1986-03-25,1986-03-25,848807,View example
x,10661,"County Court, Schoharie County",9379,Schoharie Cty. Ct.,,2,New York,,1986-05-07,1986-05-22,848927,View example
x,13695,"County Court, St. Lawrence County",9279,St. Lawrence Cty. Ct.,,1,New York,,1904-11-01,1904-11-01,1826814,View example
x,10714,"County Court, Suffolk County",9272,Suffolk Cty. Ct.,,1,New York,,1986-03-28,1986-03-28,848956,View example
x,10853,"County Court, Tompkins County",9726,Tompkins Cty. Ct.,,1,New York,,1986-02-18,1986-02-18,848814,View example
x,10674,"County Court, Ulster County",9932,Ulster Cty. Ct.,,1,New York,,1986-03-27,1986-03-27,848966,View example
x,10630,"County Court, Westchester County",9019,Westchester Cty. Ct.,,1,New York,,1986-03-04,1986-03-04,848850,View example
x,19222,"County of New York, Erie County",9569,Erie Cty. Ct.,,1,New York,,1908-05-29,1908-05-29,7684922,View example
x,11924,Court Abbreviations Arkansas Supreme Court,Arkansas Supreme Court,Ark.,,1,Arkansas,,1913-10-06,1913-10-06,1341217,View example
x,15913,Court Court of Appeal of the State of California,8799,Cal. Ct. App.,,1,California,,1977-12-29,1977-12-29,2040396,View example
x,14766,Court Of Appeal of the State of California,8799,Cal. Ct. App.,,1,California,,1990-01-18,1990-01-18,4421773,View example
x,21152,Court of Appeal,8799,Cal. Ct. App.,,73,California,,2015-05-01,2015-06-24,4353845,View example
x,8799,Court of Appeal of the State of California,,Cal. Ct. App.,,45829,California,,1910-03-10,2016-08-02,17214,View example
x,11823,Court of Appeal of the State of California,8799,Cal Ct. App.,,1,California,,1987-02-23,1987-02-23,2205764,View example
x,14460,Court of Appeal of the State of California,8799,Cal. Ct. App,,172,California,,1971-07-13,2012-04-18,2097387,View example
x,13033,Court of Appeal of the State of Californiap,8799,Cal. Ct. App.,,2,California,,1973-08-06,1977-06-27,2031697,View example
x,21033,Court of Appeal of the state of California,8799,Cal. Ct. App.,,77,California,,2010-11-23,2011-01-25,4228154,View example
x,21828,Court of Appeals for the District of Columbia,11448,D.C. Cir.,,30,District of Columbia,,1950-02-16,1977-03-22,8018443,View example
x,8892,Court of Appeals of Georgia,,Ga. Ct. App.,,100311,Georgia,,1906-12-04,2016-11-20,66513,View example
x,10064,Court of Appeals of Indian Territory,,Indian Terr.,,575,Oklahoma,,1895-10-19,1907-09-26,618222,View example
x,11938,Court of Appeals of Indiana,,Ind. Ct. App.,,25770,Indiana,,1963-05-16,2017-12-13,1373192,View example
x,8823,Court of Appeals of Maryland,,Md.,,30793,Maryland,,1658-01-01,2017-12-20,16435,View example
,24029,Court of Appeals of Maryland,,Md.,,41,United States,,1983-05-27,1983-11-23,1986069,View example
x,9025,Court of Appeals of New Mexico,,N.M. Ct. App.,,6896,New Mexico,,1966-11-21,2016-10-06,15496,View example
x,17628,Court of Appeals of North Dakota,,N.D. Ct. App.,,67,North Dakota,,1987-12-18,2007-08-22,8308526,View example
x,22695,Court of Appeals of Oklahoma,,Okl. App.,,94,Oklahoma,,1969-03-23,1992-01-28,10386952,View example
x,22696,Court of Appeals of Oklahoma,22695,Okla. App.,,9,Oklahoma,,1974-01-15,1985-02-19,10410406,View example
x,8988,Court of Appeals of Virginia,,Va. Ct. App.,,6726,Virginia,,1779-08-01,2017-06-20,44203,View example
x,22258,Court of Appeals of the Confederated Salish and Kootenai Tribes,22309,Confederated Salish & Kootenai Tribes Ct. App.,,31,Tribal Jurisdictions,,1997-11-21,2007-05-11,7342968,View example
x,22309,Court of Appeals of the Confederated Salish and Kootenai Tribes,,Confederated Salish and Kootenai Tribes Ct. App.,,4,Tribal Jurisdictions,,2001-01-08,2001-12-31,7344631,View example
x,21656,Court of Appeals of the Confederated Tribes of the Grand Ronde Community,22312,Confederated Tribes Grand Ronde Ct. App.,,16,Tribal Jurisdictions,,2003-01-22,2016-08-05,6767957,View example
x,22312,Court of Appeals of the Confederated Tribes of the Grand Ronde Community,,Confederated Tribes Grand Ronde Tribal Ct.,,1,Navajo Nation,,2005-12-05,2005-12-05,7343572,View example
x,11448,Court of Appeals of the District of Columbia,,D.C. Cir.,,3305,District of Columbia,,1893-06-06,1995-02-07,1311126,View example
x,15882,Court of Appeals of the State of California,8799,Cal. Ct. App.,,93,California,,1980-07-28,1999-08-09,194263,View example
x,19323,Court of Chancery,,N.Y. Ch.,,1,New York,,1819-08-01,1819-08-01,1271048,View example
x,22882,Court of Chancery,13423,Ct. Ch.,,2,Maryland,,1801-06-01,1803-12-01,11298882,View example
x,13423,Court of Chancery of Maryland,,Md. Ch.,,4,Maryland,,1797-05-01,1799-12-01,1750269,View example
x,15299,Court of Chancery of South Carolina,,S.C. Ch.,,1030,South Carolina,,1700-05-08,1813-11-01,3895739,View example
x,13393,Court of Common Pleas,,C.P.,,21,Ohio,,1928-03-02,1940-02-08,1696244,View example
,23977,Court of Common Pleas,,C.P.,,100,Pennsylvania,,1968-04-09,1971-08-20,1721742,View example
x,9369,Court of Customs and Patent Appeals,,C.C.P.A.,,420,United States,,1933-01-30,1982-04-29,11079,View example
x,9978,Court of Customs and Patent Appeals,9369,Cust. & Pat. App.,,16,United States,,1937-04-05,1955-03-30,515583,View example
x,21568,Court of Customs and Patent Appeals,9369,Ct. Cust. App.,,30,United States,,1940-02-05,1940-03-04,1038403,View example
x,19418,Court of Errors,Court of Errors of the State of New York,N.Y. Ct. Err.,,1,New York,,1825-02-28,1825-02-28,1271053,View example
x,20238,Court of Errors of the State of New York,,Ct. Err.,N.Y. Ct. Err.,3,New York,,1796-01-01,1796-01-01,2501617,View example
x,14894,Court of General Sessions,19946,Ct. Gen. Sess.,,2,New York,,1855-02-01,1889-06-20,3519484,View example
x,19171,Court of General Sessions,19946,N.Y. Ct. Gen. Sess.,,2,New York,,1908-09-01,1908-09-01,7688786,View example
x,19946,Court of General Sessions of New York,,N.Y. Ct. Gen. Sess.,,1,New York,,1953-01-21,1953-01-21,971334,View example
x,14006,Court of General Sessions of the City and County of New York,,N.Y. Ct. Gen. Sess.,,1,New York,,1870-02-01,1870-02-01,1963049,View example
x,10082,Court of General Sessions of the County of New York,,N.Y. Ct. Gen. Sess.,,1,New York,,1878-11-01,1878-11-01,621487,View example
x,9627,Court of General Sessions of the Peace,,N.Y. Ct. Sess. P.,,4,New York,,1908-06-01,1908-09-01,378816,View example
x,21672,Court of Judicial Discipline of Pennsylvania,,Pa. Jud. Discipline,,44,Pennsylvania,,1996-02-27,2016-06-14,6788093,View example
x,21713,Court of Judicial Discipline of Pennsylvania,21672,Pa. Ct. Jud. Discipline,,28,Pennsylvania,,1994-11-23,2017-12-15,6847947,View example
x,22893,Court of Oyer and Terminer,,Ct. Oyer and Terminer,,1,Maryland,,1805-07-01,1805-07-01,11306797,View example
x,9737,Court of Oyer and Terminer of Delaware,,Del. Ct. Oyer & Terminer,,1,Delaware,,1896-02-01,1896-02-01,69961,View example
x,16458,"Court of Oyer and Terminer, Madison County",,"Ct. Oyer & Terminer, Madison County",,1,New York,,1883-12-01,1883-12-01,1954028,View example
x,14234,"Court of Session, Lewis County",,N.Y. Ct. Gen. Sess.,,1,New York,,1895-12-01,1895-12-01,1988475,View example
x,19306,Court of Sessions,"Court of Sessions, New York County",N.Y. Ct. Sess.,,1,New York,,1916-06-01,1916-06-01,1215133,View example
x,13944,"Court of Sessions, Albany",,"Ct. Sess., Albany",,1,New York,,1884-11-01,1884-11-01,1955018,View example
x,15458,"Court of Sessions, Ulster County",,N.Y. Ct. Gen. Sess.,,1,New York,,1893-03-02,1893-03-02,4307626,View example
x,13930,Court of Sessions; Chautauqua County,"Court of Sessions, Chautauqua County",N.Y. Ct. Gen. Sess.,,1,New York,,1878-03-01,1878-03-01,1949184,View example
x,12224,Court of Sessions; Lewis County,"Court of Sessions, Lewis County",N.Y. Ct. Gen. Sess.,,1,New York,,1895-12-01,1895-12-01,1291800,View example
x,15722,Court of Sessions; New York County,"Court of Sessions, New York County",N.Y. Ct. Gen. Sess.,,1,New York,,1865-03-01,1865-03-01,1954245,View example
x,8818,Court of Special Appeals of Maryland,,Md. Ct. Spec. App.,,10118,Maryland,,1967-02-02,2017-12-01,32308,View example
,24082,Court of Special Appeals of Maryland,,Md. Ct. Spec. App.,,45,United States,,1989-01-13,1989-03-29,4382106,View example
x,19832,Court of Special Sessions of New York,,N.Y. Ct. Spec. Sess.,,4,New York,,1952-02-08,1952-06-20,971191,View example
x,21714,Court on the Judiciary of Delaware,,Del. Ct. Jud.,,6,Delaware,,1991-06-06,2003-11-06,7374848,View example
x,20732,Courtland City Court,,Courtland City Ct.,,1,New York,,2008-11-13,2008-11-13,3764760,View example
x,21596,Coweta Superior Court,,Coweta Super. Ct.,,5,Georgia,,1833-04-01,1842-03-01,6752874,View example
x,15765,Craig County Circuit Court,,Craig Cty. Cir. Ct.,,7,Virginia,,1977-09-21,1991-12-10,3784401,View example
x,13088,Crawford Circuit Court,,Crawford Cir. Ct.,,21,Ohio,,1885-04-01,1908-01-28,1616481,View example
x,12080,Crawford County Circuit Court,,Crawford Cty. Cir. Ct.,,10,Ohio,,1893-01-01,1908-01-28,1499490,View example
x,10888,Crawford County Court of Common Pleas,,Crawford Cty. C.P.,,12,Ohio,,1898-01-01,1984-12-11,888089,View example
x,17224,Crawford County Court of Common Pleas,,Crawford County C.P.,,2,Ohio,,1920-01-01,1922-08-17,1559662,View example
x,21780,Crawford County Court of Common Pleas,10888,Crawford Cty. Ct. C.P.,,3,Pennsylvania,,1885-10-12,1886-05-03,1036110,View example
,23457,Crawford County Court of Common Pleas,,Ohio C.P.,,3,Ohio,,1926-01-01,1926-04-15,1564807,View example
,23703,Crawford County Court of Common Pleas,,Crawford Cty. C.P.,,158,Pennsylvania,,1874-07-01,2010-03-12,567093,View example
x,9729,Crawford County Court of Quarter Sessions,,Crawford Cty. Ct. Quarter Sess.,,13,Pennsylvania,,1885-10-12,1968-02-12,351152,View example
x,13158,Crawford County Court of Quarter Sessions,9729,Crawford Ct. Quarter Sess.,,1,Pennsylvania,,1956-04-14,1956-04-14,1617472,View example
x,16794,Crawford County Court of Quarter Sessions,9729,Crawford County Ct. Quarter Sess.,,1,Pennsylvania,,1953-03-13,1953-03-13,1603581,View example
x,21274,Crawford County Municipal Court,,Crawford Cty. Mun. Ct.,,3,Ohio,,1978-03-15,2010-10-20,6689084,View example
x,9696,Crawford County Orphans' Court,,Crawford Cty. Orphans' Ct.,,13,Pennsylvania,,1885-11-09,1990-12-14,351126,View example
x,13289,Crawford County Orphans' Court,9696,Crawford Cty. Orphans' Court,,2,Pennsylvania,,1961-08-21,1961-09-05,1659332,View example
x,18925,Criminal Branch Municipal Court,,Ohio Mun. Ct.,,1,Ohio,,1946-01-01,1946-01-01,1733244,View example
x,19735,Criminal Court of the City of New York,,N.Y. Crim. Ct.,,17,New York,,1973-12-26,1974-05-03,1274071,View example
x,10147,Crownpoint District Court,,Crownpoint Dist. Ct.,,6,Navajo Nation,,1979-03-26,1982-12-02,687778,View example
x,15628,Culpeper County Circuit Court,,Culpeper Cty. Cir. Ct.,,15,Virginia,,1980-11-17,2010-12-02,3783019,View example
x,20767,Culpepper County Circuit Court,15628,Culpepper Cty. Cir. Ct.,,1,Virginia,,2003-09-25,2003-09-25,3780073,View example
x,9868,Cumberland County Circuit Court,,Cumberland Cty. Cir. Ct.,,2,New Jersey,,1944-02-21,1946-09-24,433462,View example
x,9896,Cumberland County Court,,Cumberland Cty. Ct.,,7,New Jersey,,1951-02-02,1977-12-15,302887,View example
x,9662,Cumberland County Court of Common Pleas,,Cumberland Cty. C.P.,,545,Pennsylvania,,1889-10-07,2014-03-12,351099,View example
x,11964,Cumberland County Court of Common Pleas,9662,Cumb. Cty. C.P.,,90,Pennsylvania,,1872-01-01,2001-12-28,1061633,View example
x,16942,Cumberland County Court of Common Pleas,9662,Cumberland Cty. C. P.,,1,Pennsylvania,,1943-03-05,1943-03-05,1554350,View example
x,16843,Cumberland County Court of Oyer and Terminer,,Cumberland Cty. Ct. Oyer & Terminer,,1,Pennsylvania,,1960-01-25,1960-01-25,1647376,View example
x,11297,Cumberland County Court of Quarter Sessions,,Cumberland Cty. Ct. Quarter Sess.,,30,Pennsylvania,,1873-01-01,1968-07-01,976690,View example
x,13341,Cumberland County Court of Quarter Sessions,11297,Cumb. Cty. Ct. Quarter Sess.,,3,Pennsylvania,,1958-01-29,1962-05-04,1629448,View example
x,10023,Cumberland County District Court,,Cumberland Cty. Dist. Ct.,,7,New Jersey,,1974-02-14,1980-01-14,287450,View example
x,9953,Cumberland County Juvenile and Domestic Relations Court,,Cumberland Cty. Juv. & Dom. Rel. Ct.,,10,New Jersey,,1976-01-29,1981-07-28,294825,View example
x,12345,Cumberland County Orphans' Court,,Cumberland Cty. Orphans' Ct.,,18,Pennsylvania,,1890-10-06,1960-06-25,820033,View example
x,13112,Cumberland County Orphans' Court,12345,Cumb. Cty. Orphans' Ct.,,3,Pennsylvania,,1944-03-25,1982-05-21,1558736,View example
x,16836,Cumberland County Orphans' Court,12345,Cumberland County Orphans' Ct.,,1,Pennsylvania,,1953-07-16,1953-07-16,1603542,View example
x,16545,Cumberland County of Common Pleas,9662,Cumberland Cty. C.P.,,7,Pennsylvania,,1981-03-13,2000-03-28,1937604,View example
x,19046,Cuyahoga Circuit County Court,9432,Cuyahoga Cir. Cty. Ct.,,1,Ohio,,1906-11-26,1906-11-26,1600935,View example
x,9316,Cuyahoga Circuit Court,,Cuyahoga Cir. Ct.,,1149,Ohio,,1885-02-01,1921-05-27,421643,View example
x,9432,Cuyahoga County Circuit Court,,Cuyahoga Cty. Cir. Ct.,,1042,Ohio,,1885-02-01,1915-01-01,392804,View example
x,13446,Cuyahoga County Common Pleas Court,,Cuyahoga Cty. C.P.,,6,Ohio,,1950-01-31,1951-03-02,1759290,View example
x,17742,Cuyahoga County Common Pleas Court,13446,Ohio C.P.,,4,Ohio,,1973-08-20,1974-08-02,1443951,View example
x,13057,Cuyahoga County Court,,Cuyahoga Cty. Ct.,,35,Ohio,,1913-10-20,1965-03-01,1604625,View example
x,13073,Cuyahoga County Court of Appeals,,Cuyahoga Cty. Ct. App.,,1,Ohio,,1913-03-25,1913-03-25,1597485,View example
x,9218,Cuyahoga County Court of Common Pleas,,Cuyahoga Cty. C.P.,,715,Ohio,,1881-09-01,2007-11-08,305226,View example
x,10785,Cuyahoga County Court of Common Pleas,9218,Ohio C.P.,,48,Ohio,,1904-09-22,1979-11-07,889457,View example
x,11975,Cuyahoga County Court of Common Pleas,9218,Cuyahoga Cty. Ct. C.P.,,13,Ohio,,1932-07-20,1966-12-14,1432177,View example
x,13375,Cuyahoga County Court of Common Pleas,9218,Cuyahago Cty. C.P.,,2,Ohio,,1941-09-18,1941-10-20,1708226,View example
x,17203,Cuyahoga County Court of Common Pleas,9218,Cuyahoga County C.P.,,34,Ohio,,1901-12-01,1987-05-19,895459,View example
x,17417,Cuyahoga County Court of Common Pleas,9218,Cuyahoga Cty. C.P,,1,Ohio,,1935-08-23,1935-08-23,1572905,View example
x,18722,Cuyahoga County Court of Common Pleas,9218,Cuyahoga Cty. C.P. Ct.,,1,Ohio,,1940-06-06,1940-06-06,1698742,View example
?,18756,Cuyahoga County Court of Common Pleas,,Athens Cty. C.P.,,1,Ohio,,1940-06-27,1940-06-27,1698840,View example
x,17562,Cuyahoga County Court of Insolvency,,Cuyahoga Cty. Ct. Insolvency,,1,Ohio,,1927-01-01,1927-01-01,1564842,View example
x,13523,Cuyahoga County Court of Probate Court,9234,Cuyahoga Cty. Prob. Ct.,,1,Ohio,,1958-01-01,1958-01-01,1804734,View example
x,11999,Cuyahoga County Juvenile Court,,Cuyahoga Cty. Juv. Ct.,,14,Ohio,,1955-03-28,2004-11-08,1435354,View example
x,13566,Cuyahoga County Municipal Court,,Cuyahoga Cty. Mun. Ct.,,6,Ohio,,1935-08-28,1996-11-07,1572852,View example
x,9234,Cuyahoga County Probate Court,,Cuyahoga Cty. Prob. Ct.,,117,Ohio,,1894-11-23,1971-12-14,305340,View example
x,12271,Cuyahoga County Probate Court,9234,Ohio Prob. Ct.,,2,Ohio,,1904-06-10,1970-12-03,1441215,View example
x,16960,Cuyahoga County Probate Court,9234,Cuyahoga County Prob. Ct.,,7,Ohio,,1904-11-15,1968-10-31,1535682,View example
x,13609,Cuyahoga Falls Municipal Court,,Cuyahoga Falls Mun. Ct.,,1,Ohio,,1962-09-27,1962-09-27,1812493,View example
?,21522,Cuyahoga Falls Municipal Court,,Canton Mun. Ct.,,1,Ohio,,1981-11-18,1981-11-18,6706773,View example
x,9276,Cuyahoga Municipal Court,,Cuyahoga Mun. Ct.,,2,Ohio,,1935-01-16,1945-03-13,305352,View example
x,13312,Cuyahogo Circuit Court,9316,Cuyahogo Cir. Ct.,,1,Ohio,,1905-01-16,1905-01-16,1663460,View example
x,18147,Cuyhoga Circuit Court,9316,Cuyhoga Cir. Ct.,,1,Ohio,,1894-01-01,1894-01-01,1623253,View example
x,11669,Dade County Circuit Court,,Dade Cty. Cir. Ct.,,854,Florida,,1947-03-12,1982-06-25,1187974,View example
x,14215,Dade County Civil Court,,Dade Cty. Civ. Ct.,,1,Florida,,1958-05-12,1958-05-12,1992711,View example
x,16642,Dade County Civil Court of Record,,Dade Cty. Civ. Ct. Rec.,,23,Florida,,1951-07-24,1972-10-06,1188016,View example
x,14243,Dade County Court,,Dade Cty. Ct.,,50,Florida,,1974-02-26,1991-09-20,2000834,View example
,23561,Dade County Judge's Court,,Dade Cty. J. Ct.,,5,Florida,,1953-10-15,1959-03-13,1980549,View example
x,16690,Dade County Judges' Court,,Dade Cty. J. Ct.,,15,Florida,,1964-01-30,1970-08-21,1995029,View example
,23553,Dade County Judges’ Court,,Dade Cty. J. Ct.,,2,Florida,,1957-01-04,1957-02-06,1977212,View example
,23550,Dade County Judge’s Court,,Dade Cty. J. Ct.,,5,Florida,,1954-12-22,1962-06-08,1977172,View example
x,16685,Dade County Metropolitan Court,,Dade Cty. Metropolitan Ct.,,2,Florida,,1969-10-09,1972-03-24,2004133,View example
