id,state,reporter,short,start_date,end_date,volumes,official offset,official,nominative,comments
126,N.Y.,Johnson's Cases,Johns. Cas.,1799,1803,2,,,,
127,N.Y.,Coleman's Cases,Cole. Cas.,1791,1800,1,,,,
129,N.Y.,Parker's Criminal Reports,Park. Crim. Rep.,1839,1868,6,,,,
130,N.Y.,Redfield's Reports,Redf.,1848,1882,5,,,,
131,N.Y.,Bradford's Reports,Brad.,1849,1857,4,,,,
133,N.Y.,Sickels Opinions of the Attorneys General,Sick. Op. Att'y Gen.,1796,1872,0,,,,
134,N.Y.,Thompson & Cook's Supreme Court Reports,Thomp. & Cook,1873,1875,6,,,,
135,N.Y.,Armstrong's Contested Election Cases in New York,Armstrong. Election Cases,1777,1871,1,,,,
136,N.Y.,Howard's Appeal Cases,How. App. Cas.,1847,1848,1,,,,
137,N.Y.,Abbott's Court of Appeals Decisions,Abb. Ct. App.,1850,1868,4,,,,
138,N.Y.,Selden's Notes of Cases,Seld. Notes,1852,1854,1,,,,
139,N.Y.,Keyes' Reports,Keyes,1863,1868,4,,,,
140,N.Y.,Transcript Appeals,Trans. App.,1867,1868,4,,,,
141,N.Y.,Silvernail's Court of Appeals Reports,Silv. Ct. App.,1886,1892,4,,,,
142,N.Y.,Silvernail's Supreme Court Reports,Silv. Sup.,1889,1890,5,,,,
143,N.Y.,New York Criminal Reports,N.Y. Crim.,1881,1924,41,,,,
146,N.Y.,Tucker's Surrogate's Reports,Tuck. Surr.,1864,1869,1,,,,
145,N.Y.,Wheeler's Criminal Cases,Wheel. Cr. Cas.,1791,1825,3,,,,
147,N.Y.,Demarest's Surrogate's Reports,Dem. Sur.,1882,1888,6,,,,
148,N.Y.,Connoly's Surrogate's Reports,Connoly Sur. Rep.,1888,1891,2,,,,
149,N.Y.,Gibbons' Surrogate's Reports,Gibb. Surr.,1893,1898,2,,,,
150,N.Y.,Mills' Surrogate's Reports,Mills Surr.,1899,1917,18,,,,
151,N.Y.,Power's Surrogate's Reports,Pow. Surr.,1890,1894,1,,,,
152,N.Y.,Liquor Tax Law Reports,Liquor Tax Rep.,1896,1905,3,,,,
160,N.Y.,New York State Reporter,N.Y. St. Rptr.,1886,1897,75,,,,
167,N.Y.,E.D. Smith's Common Pleas Reports,E.D. Smith,1850,1858,4,,,,
168,N.Y.,Hilton's Common Pleas Reports,Hilt.,1855,1860,2,,,,
169,N.Y.,City Court Reports,N.Y. City Ct. Rep.,1874,1884,2,,,,
170,N.Y.,Hall's Superior Court Reports,Hall Super. Ct. Rep.,1828,1829,2,,,,
171,N.Y.,Sandford's Superior Court Reports,Sandford Super. Ct. Rep.,1847,1852,5,,,,
172,N.Y.,Jones and Spencer's Superior Court Reports,Jones and Spencer's Super. Ct. Rep.,1871,1892,29,,,,
173,N.Y.,Sweeney's Superior Court Reports,Sweeney Super. Ct. Rep.,1869,1870,2,,,,
174,N.Y.,Robertson's Superior Court Reports,Robertson's Super. Ct. Rep.,1863,1868,7,,,,
175,N.Y.,Bosworth's Superior Court Reports,Bosworth Super. Ct. Rep.,1856,1863,10,,,,
176,N.Y.,Duer's Superior Court Reports,Duer Super. Ct. Rep.,1852,1857,6,,,,
750,N.Y.,Reports of cases argued and determined in the Court of Appeals of the State of New York,N.Y.,1871,1871,1,,,,
771,N.Y.,"The Minutes of the Court of Sessions, Westchester County, New York",Westchester,1657,1696,1,,,,
991,N.Y.,Howard's Practice Reports,How. Pr. (n.s.),1844,1886,0,,,,Howard's Practice 1-67 should cover 1844-1884. Howard's Practice (n.s.) 1-3 covers 1884-1886. The two titles were not renumbered/renamed
989,N.Y.,Abbott's Practice Reports,Abb. Pr. (n.s.),1854,1875,16,,,,"Abbott's Practice 1-19 covers 1854-1865. Abbott's Practice (n.s.) 1-16 covers 1865-1875. There's also Abbott's New Cases, 1-32 that covers 1876-1894. This series wasn't renumbered or renamed"
166,N.Y.,Daly's Common Pleas Reports,Daly (N.Y.),1859,1891,16,,,,This is a single series and wasn't renumbered/renamed
952,N.Y.,Select cases adjudged in the courts of the state of New York,Yates,1809,1809,1,,,,
970,N.Y.,"Proceedings of the General Court of Assizes held in the city of New York, October 6,1680, to October 6, 1682",N.Y. Proc. Ct. Ass.,1680,1682,1,,,,
1068,Native American,West's American Tribal Law Reporter,Tribal,1997,2016,13,,,,
453,Navajo Nation,Navajo Reporter,Navajo Rptr.,1969,2005,8,,,,
539,Neb.,Nebraska Reports,Neb.,1860,2008,274,,,,
672,Neb.,Nebraska Court of Appeals Reports,Neb. App.,1992,2005,15,,,,
518,Nev.,Nevada Reports,Nev.,1865,2009,126,,,,
294,Ohio,Ohio Miscellaneous Reports,Ohio Misc.,1965,1975,24,,,,
751,Ohio,"Reports of cases at law and in chancery, decided by the Supreme court of Ohio, during the years 1831, 1832, 1833, 1834.",Wright,1831,1834,1,,,,
985,Ohio,"Ohio Appellate Reports, Third Series",Ohio App. 3d,1982,2015,375,,,,
986,Ohio,"Ohio Miscellaneous Reports, Second Series",Ohio Misc. 2d,1965,2015,0,,,,
546,Ohio,"Ohio State Reports, Third Series",Ohio St. 3d,1982,1991,275,,,,
548,Ohio,Ohio State Reports,Ohio St.,1840,1851,13,,,,
772,Ohio,Anderson's Unreported Ohio Appellate Cases: cases argued and determined in the Ohio courts of appeal,Ohio App. Unrep.,1990,2014,8,,,,
773,Ohio,"Cases decided in the Courts of common pleas, in the Fifth circuit of the state of Ohio [1816-1819] (Tappan)",Tapp. Rep.,1816,1819,1,,,,
774,Ohio,Cincinnati Superior Court Decisions (Hosea),Hosea's Rep.,1907,1907,1,,,,
776,Ohio,Ohio nisi prius and general term reports,Ohio Nisi Prius,1894,1901,8,,,,
779,Ohio,Reports of cases argued and adjudged in the Superior Court of Cincinnati,Handy,1854,1855,1,,,,
780,Ohio,Reports of cases argued and determined in the circuit courts of Ohio,Jahn,1885,1901,22,,,,
781,Ohio,Cases decided in the supreme court of ohio : upon the circuit at the special sessions in Columbus,Ohio,1821,1851,9,,,,
782,Ohio,Reports of cases at law and in chancery Ohio,Ohio Ch.,1831,1834,1,,,,
783,Ohio,"Reports of select cases argued and determined in the Probate court of Hamilton county, Ohio",Goebel,1885,1890,1,,,,
784,Ohio,The Cincinnati Superior court reporter,Cin. Sup. Ct. Rep.,1870,1873,2,,,,
544,Ohio,"Ohio State Reports, New Series",Ohio St. (n.s.),1852,1964,177,,,,The new series fits between the Ohio State Reports and the Ohio St. Rep. 2d Series. It wasn't renumbered/renamed
778,Ohio,Reports of cases adjudged in the Superior Court of Cincinnati at special and general terms (Disney),Disney (Ohio),1867,1871,2,,,,?
775,Ohio,Ohio Circuit Court Reports (new series),Ohio C.C. (N.S.),1904,1922,32,,,,?
777,Ohio,Ohio nisi prius and general term reports (new series),Ohio Nisi Prius (N.S.),1904,1934,32,,,,?
953,Ohio,The Ohio Law Abstract,Ohio Law Abs.,1922,1965,95,,,,
954,Ohio,The Ohio Law Reporter; a weekly journal published in the interest of the legal profession in the state of Ohio,Ohio L.R.,1903,1934,40,,,,
331,Ohio,Ohio Opinions,Ohio Op.,1934,1956,60,,,,
335,Ohio,Ohio Opinions,Ohio Op. 2d,1956,1976,75,,,,
337,Ohio,Ohio Opinions,Ohio Op. 3d,1976,1982,24,,,,
397,Ohio,Ohio Appellate Reports,Ohio App.,1913,1965,120,,,,
400,Ohio,"Ohio Appellate Reports, Second Series",Ohio App. 2d,1965,1982,70,,,,
545,Ohio,"Ohio State Reports, Second Series",Ohio St. 2d,1965,1982,70,,,,
1039,Ohio,Ohio Court of Appeals Reports,Ohio Ct. App.,1916,1922,0,,,,
1071,Ohio,Ohio Circuit Court Decisions,Ohio C.C. Dec.,1901,1923,38,,,,
1072,Ohio,Ohio Circuit Decisions,Ohio Cir. Dec.,1885,1923,0,,,,
270,Okla.,Oklahoma Reports,Okla.,1890,1953,208,,,,
523,Okla.,Oklahoma Criminal Reports,Okla. Crim.,1908,1953,97,,,,
1069,Okla.,Indian Territory Reports,Indian Terr.,1896,1907,7,,,,
288,Or.,Oregon Reports,Or.,1853,2011,353,,,,
362,Or.,Oregon Tax Reports,Or. Tax,1962,2006,18,,,,
411,Or.,"Oregon Reports, Court of Appeals",Or. App.,1969,2013,259,,,,
304,P.R.,Puerto Rico Reports,P.R.,1899,1972,98,,,,
785,P.R.,Decisiones del Tribunal de Circuito de Apelaciones de Puerto Rico,T.C.A.,1995,0,17,,,,
786,P.R.,Fallos y sentencias del Tribunal Supremo de Puerto Rico,P.R. Sent.,1899,1902,2,,,,
975,P.R.,Decisiones de Puerto Rico,P.R. Dec.,1899,0,194,,,,
187,Pa.,Dallas,Dall.,1754,1806,4,,,,
188,Pa.,Addison,Add.,1791,1799,1,,,,
357,Pa.,Pennsylvania Superior Court Reports,Pa. Super. Ct.,1896,1997,456,,,,
385,Pa.,Pennsylvania District and County Reports,Pa. D. & C.,1922,1954,89,,,,
389,Pa.,Pennsylvania District and County Reports,Pa. D. & C. 2d,1955,1977,75,,,,
390,Pa.,Pennsylvania District and County Reports,Pa. D. & C. 3d,1977,1989,50,,,,
409,Pa.,Pennsylvania State Reports,Pa.,1845,2010,619,,,,
538,Pa.,Pennsylvania Commonwealth Court Reports,Pa. Commw.,1970,1994,168,,,,
787,Pa.,Blair County Law Reporter 2d,Blair Co. L.R. 2d,1940,1947,2,,,,
788,Pa.,"Cadwalader's cases, being decisions of the Hon. John Cadwalader",E.D. Pa.,1858,1879,2,,,,
789,Pa.,Cambria County Law Journal Reports,Cambria Co. L.J.,1917,1928,1,,,,
790,Pa.,Cases in the Supreme Court of Pennsylvania; being those cases not designated to be reported,Monaghan,1888,1891,2,,,,
791,Pa.,Centre County Legal Journal,C.C.L.J.,1960,1999,33,,,,
792,Pa.,Centre County Legal Journal 2d,C.C.L.J. 2d,1999,2010,101,,,,
793,Pa.,Cases decided in the District and Circuit court of the United States for the Pennsylvania District,D. Pa.,1813,1813,1,,,,
794,Pa.,Pennsylvania District and County Reports,Pa. D. & C. 5th,2007,2014,30,,,,
795,Pa.,A Franklin County Legal Journal,Franklin Co. Legal J.,1977,2000,17,,,,
796,Pa.,Adams County Legal Journal,Adams Co. L.J.,1959,2010,51,,,,
797,Pa.,Berk's County Law Journal,Berk's Co. L.J..,1908,1990,82,,,,
798,Pa.,Blair County Law Reporter,Blair Co. L.R.,1898,1903,2,,,,
799,Pa.,Bradford County Law Journal,Bradford Co. L.J.,1992,2014,5,,,,
800,Pa.,Bucks County Law Reporter,Bucks Co. L.R.,1951,2014,84,,,,
801,Pa.,Butler County Legal Journal,Butler Co. Legal J.,1959,2014,19,,,,
802,Pa.,Cambria County Reports,Cambria Co. Rep.,1929,1986,31,,,,
803,Pa.,Cases in the Supreme Court of Pennsylvania; being those cases not designated to be reported…,Sadler,1885,1889,10,,,,
804,Pa.,Chester County Reports,Ches. Co. Rep.,1879,2005,53,,,,
805,Pa.,Chrostwaite's Pennsylvania Municipal Law Reporter,Mun. L. Rep.,1890,1979,70,,,,
806,Pa.,Crawford County Legal Journal,Craw. Co. Leg. J.,1957,2010,28,,,,
807,Pa.,Cumberland Law Journal,Cumberland L.J.,1950,2009,58,,,,
808,Pa.,"Decisions of the Honorable John J. Pearson, judge of the twelvth judicial district",Pears.,1850,1880,2,,,,
809,Pa.,Delaware County Reports,Del. Co. Reps.,1883,2003,81,,,,
810,Pa.,Erie County Legal Journal,Erie. Co. L.J.,1945,2008,38,,,,
811,Pa.,Fayette Legal Journal,Fay. L.J.,1938,2011,74,,,,
812,Pa.,Hazard's Register of Pennsylvania,Haz. Pa. Reg.,1828,1935,16,,,,
814,Pa.,Lackawanna Jurist,Lack. Jur.,1888,2014,107,,,,
815,Pa.,Lackawanna Legal News,Lack. L. N.,1895,1903,8,,,,
816,Pa.,Lancaster Law Review,Lanc. L. Rev.,1883,1993,73,,,,
817,Pa.,Lebanon County Legal Journal,Lebanon Co. L.J.,1946,2008,42,,,,
818,Pa.,Legal gazette reports of cases decided in the United States Circuit Court (Campbell),Pa. Leg. Gaz.,1869,1872,1,,,,
819,Pa.,"Legal Gazette (Philadelphia, Pa.)",Leg. Gaz.,1869,1876,8,,,,
820,Pa.,Magistrate and Constable,Magis. & Const.,1895,1895,1,,,,
821,Pa.,Pennsylvania County Court Reports,Pa. Co. Ct.,1886,1921,50,,,,
822,Pa.,The district reports of cases decided in all the judicial districts of the State of Pennsylvania,Pa. Dist.,1892,1921,30,,,,
823,Pa.,Pennsylvania Fiduciary Reporter,Pa. Fid.,1951,1980,30,,,,
824,Pa.,Pennsylvania Fiduciary Reporter 3d,Pa. Fid. 3d,2011,2012,1,,,,
825,Pa.,Pennsylvania Justices' Law Reporter,Pa. Just. L. Rep.,1902,1918,16,,,,
826,Pa.,Pennsylvania Law Journal Reports,Pa. L.J. Rep.,1842,1852,5,,,,
827,Pa.,Pennnsylvania Law Record,Pa. L. Rec.,1879,1880,3,,,,
828,Pa.,Pennsylvania Supreme Court Reports (Pennypacker),Pennyp.,1881,1884,4,,,,
829,Pa.,Probate cases; being cases heard and decided by the register of wills for the county of Philadelphia (Singer),Singer Prob. Cas.,1901,1904,1,,,,
830,Pa.,"Records of the Courts of Chester County, Pennsylvania",Rec. Ct. Ches. Co. Pa.,1681,1710,2,,,,
832,Pa.,Reports of cases adjudged in the Court of Common Pleas of the first judicial district of Pennsylvania (Browne),Bro. Com. P.,1811,1813,2,,,,
834,Pa.,Reports of cases adjudged in the Supreme Court of Pennsylvania (Yeates),Yeates,1791,1808,4,,,,
835,Pa.,Reports of cases adjudged in the Supreme Court of Pennsylvania (Binney),Binn.,1799,1814,6,,,,
836,Pa.,Reports of cases adjudged in the Supreme Court of Pennsylvania (Sergeant & Rawle),Serg. & Rawl.,1814,1828,17,,,,
837,Pa.,Reports of cases adjudged in the Supreme Court of Pennsylvania (Watts & Sergeant),Watts & Serg.,1841,1845,9,,,,
838,Pa.,Reports of cases adjudged in the Supreme Court of Pennsylvania (Rawle),Rawle,1829,1836,5,,,,
839,Pa.,Reports of cases adjudged in the Supreme Court of Pennsylvania (Penrose & Watts),Pen. & W.,1830,1833,3,,,,
840,Pa.,Reports of cases adjudged in the Supreme Court of Pennsylvania (Wharton),Whart.,1835,1841,6,,,,
841,Pa.,Reports of cases argued and adjudged in the Supreme Court of Pennsylvania (Grant),Grant,1859,1864,3,,,,
842,Pa.,Reports of cases argued and determined in the Supreme Court of Pennsylvania,Watts,1832,1840,10,,,,
843,Pa.,"Reports of cases decided by the judges of the supreme court of Pennsylvania, in the court of nisi prius",Brightly,1809,1851,1,,,,
844,Pa.,Reports of cases decided by the supreme court of pennsylvania which have been omitted from the regular reports,Walker,1853,1885,4,,,,
845,Pa.,Reports of cases decided in the supreme court and county courts of Pennsylvania,Wilcox,1887,1889,1,,,,
846,Pa.,Reports of cases determined in the district court for the city and county of Philadelphia,Miles,1827,1841,2,,,,
847,Pa.,Lycoming Reporter,Lycoming R.,1949,2010,68,,,,
848,Pa.,Mercer County Law Journal,Mercer,1956,1991,25,,,,
849,Pa.,Mifflin County Legal Journal,M.C.L.J.,1961,1999,38,,,,
850,Pa.,Monroe Legal Reporter,Monroe L.R.,1938,2009,54,,,,
851,Pa.,Montgomery County Law Reporter,Mont. Co. L. Rep.,1885,2006,139,,,,
852,Pa.,Northampton County Law Reporter,Northam. Law Rep.,1889,2006,54,,,,
853,Pa.,Northumberland County Legal News,Northum. Co. Leg. N.,1888,1889,1,,,,
854,Pa.,Northumberland Legal Journal,Northumb. L.J.,1913,2011,83,,,,
855,Pa.,Olwine's Law Journal,Olwine's L.J.,1849,1850,1,,,,
856,Pa.,Philadelphia Reports,Phila. Reports,1850,1891,20,,,,
857,Pa.,Pittsburgh Legal Journal,Pittsb. L.J.,1853,2010,143,,,,
858,Pa.,Pittsburgh Reports,Pitts. R.,1853,1873,3,,,,
859,Pa.,Somerset Legal Journal,Som. L.J.,1920,2006,62,,,,
860,Pa.,Beaver County Legal Journal,B. Co. Leg. J.,1939,1987,45,,,,
861,Pa.,Carbon County Law Journal,Carbon Co. L.J.,1966,2005,17,,,,
862,Pa.,Dauphin County Reports,Dau. Co. Rep.,1895,2008,123,,,,
863,Pa.,Docket,Docket,1897,1898,2,,,,
864,Pa.,Lackawanna Bar Reports,Lack. Bar R.,1906,1907,1,,,,
865,Pa.,Lackawanna Legal Record,Lack. L.R.,1879,1879,1,,,,
866,Pa.,Lancaster Bar,Lanc. Bar,1869,1883,7,,,,
867,Pa.,Lawrence Law Journal,Law. L.J.,1942,1979,26,,,,
868,Pa.,Legal Gazette,Leg. Gaz.,1869,1876,8,,,,
869,Pa.,Legal Record Reports,Leg. Rec. Rep.,1879,1882,2,,,,
870,Pa.,Lehigh County Law Journal,Lehigh Co. L.J.,1903,1940,18,,,,
871,Pa.,Lehigh Valley Law Reporter,Lehigh Val. L. Rep.,1885,1887,1,,,,
872,Pa.,Luzerne Law Journal,Luz. L.J.,1871,1871,1,,,,
873,Pa.,Luzerne Legal Observer,Luz. L.O.,1860,1864,3,,,,
874,Pa.,Pennsylvania Corporation Reporter,Pa. Corp. R.,1914,1939,27,,,,
875,Pa.,Philadelphia County Reporter,Phila. Co. R.,1979,1998,24,,,,
876,Pa.,Schuylkill Register,Schuy. Reg.,1933,1945,10,,,,
877,Pa.,Susquehanna Legal Chronicle,Susq. Leg. Chron.,1878,1878,1,,,,
878,Pa.,York Legal Record,York Leg. Rec.,1880,2013,126,,,,
879,Pa.,Westmoreland County Law Journal,Wes. C.L.J.,1911,2010,92,,,,
882,Pa.,"Reports of equity, election, and other important cases, argued and determined principally in the courts of the county of Philadelphia",Brewster,1856,1873,4,,,,
831,Pa.,"Records of the Court of Quarter sessions and Common Pleas of Bucks County, Pennsylvania, 1684-1700",Rec. Bucks. Co. (Pa.),1684,1700,1,,,,?
813,Pa.,"Judgements in the Admiralty of Pennsylvania in four suits, brought as for maritime hypothecations",Pa. (Admiralty),1789,1789,1,,,,?
833,Pa.,"Reports of cases adjudged in the Courts of Common Please, Quarter Sessions, Oyer and Terminer (Ashmead)",Ashm. (Pa.),1831,1841,2,,,,?
962,Pa.,Weekly notes of cases argued and determined in the Supreme Court of Pennsylvania,Week. No. Cas. (Pa.),1875,1899,44,,,,?
956,Pa.,Law Times (New Series),Law Times (N.S.),1879,1885,6,,,,?
883,Pa.,Washington County Reports,Wash. Co.(Pa.),1922,2002,86,,,,?
955,Pa.,Legal Chronicle reports of Cases decided in the Supreme Court of Pennsylvania (Foster),Foster,1873,1875,3,,,,
957,Pa.,Law Times,Law Times,1873,1878,6,,,,
958,Pa.,Luzerne Legal Register,Luz. Leg. Reg.,1872,1886,14,,,,
959,Pa.,"Reports of some of the criminal cases on primary hearing, before Richard Vaux, recorder of the city of Philadelphia",Vaux,1841,1845,1,,,,
960,Pa.,Select cases in equity and at law,Parsons,1841,1851,2,,,,
961,Pa.,The common pleas reporter,Com. Pl. Rep.,1879,1887,4,,,,
968,Pa.,Lackawanna Bar,Lack. Bar. R.,1878,1878,1,,,,
969,Pa.,Pennsylvania Fiduciary Reporter 2d,Pa. Fid. 2d,1981,2010,30,,,,
976,Pa.,Luzerne Legal Register Reports,Luz. Leg. Reg.,1882,2010,100,,,,
977,Pa.,Schuylkill Legal Record,Schuy. L. Rec.,1879,1979,75,,,,
392,Pa.,Pennsylvania District and County Reports,Pa. D. & C. 4th,1990,2006,76,,,,
1079,Pa.,The reports of the Supreme Court of Pennsylvania from the year 1754 to the year 1844 (Alden's condensed reports),Ald.,1754,1814,3,,,,
276,R.I.,Rhode Island Reports,R.I.,1828,1950,122,,,,
886,R.I.,Rhode Island Court Records,R.I. Ct. Rec.,1647,1670,2,,,,
887,R.I.,Rhode Island Decisions,R.I. Dec.,1924,1935,12,,,,
884,R.I.,"Records of the Court of Trials of the Town of Warwick, 1659-1674",Rec. T. Warwick (R.I.),1659,1674,1,,,,?
885,R.I.,"Records of the Vice-Admiralty Court of Rhode Island, 1716-1752",Rec. V.A. Ct. (R.I.),1716,1752,1,,,,?
888,R.I.,Rhode Island Superior Court Rescripts,Super. Ct. (R.I.),1917,1919,2,,,,?
210,Regional,"West's Atlantic Reporter, Second Series",A.2d,1939,2010,999,,,,
611,Regional,South Western Reporter Second Series,S.W.2d,1928,1999,999,,,,
889,Regional,North Eastern Reporter,N.E.,1885,1936,200,,,,
890,Regional,North Eastern Reporter 3d,N.E.3d,2014,0,13,,,,
891,Regional,North Western Reporter,N.W.,1879,1942,300,,,,
892,Regional,North Western Reporter 2d,N.W.2d,1942,2014,847,,,,
893,Regional,Pacific Reporter,P.,1883,1931,300,,,,
894,Regional,Pacific Reporter 3d,P.3d,2000,2014,327,,,,
895,Regional,South Eastern Reporter 2d,S.E.2d,1939,2014,756,,,,
963,Regional,Atlantic Reporter,A.,1885,1938,200,,,,
964,Regional,"West's Atlantic Reporter, Third Series",A.3d,2010,2015,94,,,,
965,Regional,South Eastern Reporter,S.E.,1887,1939,200,,,,
971,Regional,North Eastern Reporter 2d,N.E.2d,1936,2014,999,,,,
972,Regional,Pacific Reporter 2d,P.2d,1931,2000,999,,,,
610,Regional,South Western Reporter,S.W.,1886,1928,300,,,,
612,Regional,South Western Reporter Third Series,S.W.3d,2000,2014,434,,,,
1025,Regional,"Southern Reporter, Third Series",So.3d,2009,0,0,,,,
1026,Regional,"Southern Reporter, Second Series",So.2d,1940,2009,999,,,,
1027,Regional,Southern Reporter,So.,1886,1940,200,,,,
902,S.C.,"Records of the court of Chancery of South Carolina, 1671-1779",Rec. Co. Ch. (S.C.),1671,1779,1,,,,?
908,S.C.,Reports of cases argued and determined in the superior court of law in the state of South carolina,S.C.L. (Bay),1783,1804,2,1,S.C.L.,Bay,
907,S.C.,Reports of cases argud and determined in the court of chancery of the state of south carolina,S.C. Eq. (Des.Eq.),1784,1816,4,1,S.C. Eq.,Des. Eq.,
967,S.C.,Reports of judicial decisions in the state of South Carolina,S.C.L. (Brev.),1793,1815,3,3,S.C.L.,Brev.,
924,S.C.,"Reports of judicial decisions in the Constitutional court, of the state of South-Carolina",S.C.L. (Tread.),1812,1816,2,6,S.C.L.,Tread,
282,S.C.,South Carolina Reports,S.C.,1869,1983,401,,,,
915,S.C.,Reports of cases determined in the constitutional court of south carolina,S.C.L. (Nott & McC.),1817,1820,2,10,S.C.L.,Nott & McC.,
923,S.C.,Reports of judicial decisions in the Constitutional Court of South Carolina,S.C.L. (Mill),1817,1818,2,8,S.C.L.,Mill,
914,S.C.,Reports of cases determined in the constitutional court of south carolina,S.C.L. (McCord),1821,1828,4,12,S.C.L.,McCord,
916,S.C.,Reports of cases determined in the constitutional court of south carolina,S.C.L. (Harp.),1823,1824,1,16,S.C.L.,Harp.,
966,S.C.,"Reports of equity cases, determined in the Court of Appeals of the state of South Carolina",S.C. Eq. (Harp. Eq.),1824,1824,1,5,S.C. Eq.,Harp. Eq.,
898,S.C.,Chancery cases argued and determined in the Court of Appeals of South Carolina (McCord),S.C. Eq. (McCord Eq.),1825,1826,1,6,S.C. Eq.,McCord Eq.,
906,S.C.,Reports of cases argued and determined in the court of appeals of south carolina on appeal from the courts of law,S.C.L. (Bail.),1828,1832,2,17,S.C.L.,Bail.,
922,S.C.,"Reports of cases in equity, argued and determined in the court of appeals of south carolina",S.C. Eq. (Bail. Eq.),1830,1831,1,8,S.C. Eq.,Bail. Eq.,
920,S.C.,"Reports of cases in equity, argued and determined in the court of appeals and court of errors of south carolina",S.C. Eq. (Rich. Cas.),1831,1832,1,9,S.C. Eq.,Rich. Cas.,
912,S.C.,Reports of cases at law argued and determined in the court of appeals of south carolina,S.C.L. (Hill),1833,1837,3,19,S.C.L.,Hill,
917,S.C.,Reports of cases in chancery argued and determined in the court of appeals of South Carolina,S.C. Eq. (Hill Eq.),1833,1837,2,10,S.C. Eq.,Hill Eq.,
899,S.C.,Chancery cases determined in the Court of Appeals of South Carolina (Riley),S.C. Eq. (Ril. Eq.),1836,1837,1,12,S.C. Eq.,Ril. Eq.,
903,S.C.,Report of law cases determined in the Court of Appeals of South Carolina (Riley),S.C.L. (Ril.),1836,1837,1,22,S.C.L.,Ril.,
905,S.C.,Reports of cases argued and determined in the court of appeals of south carolina,S.C. Eq. (Dud. Eq.),1837,1838,1,13,S.C. Eq.,Dud. Eq.,
913,S.C.,Reports of cases at law argued and determined in the court of appeals of south carolina,S.C.L. (Dud.),1837,1838,1,23,S.C.L.,Dud.,
911,S.C.,Reports of cases at law argued and determined in the Court of Appeals and the Court of Errors of South Carolina,S.C.L. (Rice),1838,1839,1,24,S.C.L.,Rice,
918,S.C.,Reports of cases in chancery argued and determined in the court of appeals of South Carolina,S.C. Eq. (Rice Eq.),1838,1839,1,14,S.C. Eq.,Rice Eq.,
897,S.C.,"Cases at law, argued and determined in the court of appeals of South Carolina",S.C.L. (Chev.),1839,1840,1,25,S.C.L.,Chev.,
1000,S.C.,"Cases in chancery, argued and determined in the Court of appeals of South Carolina",S.C. Eq. (Chev. Eq.),1839,1840,0,15,S.C. Eq.,Chev. Eq.,
896,S.C.,"Cases at law, argued and determined in the court of appeals of South Carolina",S.C.L. (McMul.),1840,1842,2,26,S.C.L.,McMul.,
901,S.C.,"Equity cases, argued and determined in the Court of appeals of South Carolina (McMullan)",S.C. Eq. (McMul. Eq.),1840,1842,1,16,S.C. Eq.,McMul. Eq.,
900,S.C.,"Equity cases, argued and determined in the Court of appeals of South Carolina (Speers)",S.C. Eq. (Speers Eq.),1842,1844,1,17,S.C. Eq.,Speers Eq.,
910,S.C.,Reports of cases at law argued and determined in the Court of Appeals and the Court of Errors of South Carolina,S.C.L. (Speers),1842,1844,2,28,S.C.L.,Speers,
904,S.C.,Reports of cases argued and determined in the court of appeals and the court of errors of South Carolina,S.C.L. (Strob.),1846,1850,4,32,S.C.L.,Strob.,
921,S.C.,"Reports of cases in equity, argued and determined in the court of appeals and court of errors of south carolina",S.C. Eq. (Strobh. Eq.),1846,1850,4,20,S.C. Eq.,Strob. Eq.,
919,S.C.,Reports of cases in chancery argued and determined in the court of appeals of South Carolina,S.C. Eq. (Rich. Eq.),1844,1868,14,"1-2: 18, 3-14: 24",S.C. Eq.,Rich. Eq.,
1075,S.C.,Reports of cases at law argued and determined in the Court of Appeals and the Court of Errors of South Carolina,S.C.L. (Rich.),1844,1868,15,"1-2: 30, 3-15: 37",S.C.L.,Rich.,
667,S.D.,South Dakota Reports,S.D.,1890,1976,96,,,,
268,Tenn.,Tennessee Appeals Reports,Tenn. App.,1925,1971,63,,,,
277,Tenn.,Tennessee Reports,Tenn.,1872,1878,225,,,,
925,Tenn.,Reports of cases argued and determined in the court of criminal appeals of Tennessee,Tenn. Crim. App.,1969,1971,4,,,,
926,Tenn.,Unreported Tennessee Cases,Unrep. Tenn. Cas.,1847,1869,2,,,,
927,Tenn.,Tennessee Cases with Notes and Annotations,Tenn. Cas.,1847,1894,3,,,,
928,Tenn.,Tennessee Chancery Reports,Tenn. Ch. R.,1872,1878,3,,,,
1050,Tenn.,Tennessee reports : reports of cases argued and determined in the highest courts of law and equity of the state of Tennessee.,Tenn. (Overt.),1791,1815,2,1,Tenn.,Overt.,
1051,Tenn.,Tennessee reports : reports of cases argued and determined in the highest courts of law and equity of the state of Tennessee.,Tenn. (Cooke),1811,1814,1,3,Tenn.,Cooke,
1049,Tenn.,"Reports of cases argued and adjudged in the Supreme court of errors and appeals of Tennessee. 3, 4, and 5 Haywood in one volume, with notes and references.",Tenn. (Hayw.),1816,1818,3,4,Tenn.,Hayw.,
1041,Tenn.,Reports of cases argued and determined in the Supreme Court of Tennessee,Tenn. (Yer.),1818,1837,10,9,Tenn.,Yer.,
1052,Tenn.,Tennessee reports : reports of cases argued and determined in the highest courts of law and equity of the state of Tennessee.,Tenn. (Peck),1821,1824,1,7,Tenn.,Peck,
